extract_date,id,title,street_name,general_address,apartment_type,stock,total_area,used_area,rooms,bedrooms,bathrooms,cold_rent,total_rent,condition
yesterday,104146976,Möbel rein und losgewohnt!,Fercher Straße ,"12629 Berlin, Hellersdorf (Hellersdorf)",Etagenwohnung,6 von 6,"47,41 m²","47,41 m²",2,1.0,1.0,"450,40 €","568,93 €",Erstbezug nach Sanierung
yesterday,103924139,Dachgeschoss am Lietzensee,KunoFischerStr. ,"14057 Berlin, Charlottenburg (Charlottenburg)",Dachgeschoss,5 von 5,168 m²,195 m²,4,2.0,2.0,2.990 €,3.440 €,Erstbezug nach Sanierung
yesterday,103816040,NEW - Wundervolle 3 Raum Wohnung,,10696 Berlin,Erdgeschosswohnung,3 von 4,99 m²,113 m²,3,1.0,1.0,2.500 €,3.000 €,Neuwertig
yesterday,103763688,Lebendige City - komfortables Wohnen Nähe Charité,Luisenstraße ,"10117 Berlin-Mitte, Mitte (Mitte)",Etagenwohnung,2 von 5,"61,29 m²","61,29 m²",2,1.0,1.0,981 €,1.153 €,Gepflegt
yesterday,103625059,2-Raum-Wohnung in Stadtvilla im Wohnpark  Blumenwinkel  ,Bromelienweg ,"13089 Berlin, Heinersdorf (Weißensee)",Etagenwohnung,0 von 2,"61,44 m²",11 m²,2,1.0,1.0,550 €,700 €,Modernisiert
yesterday,103557131,Möblierte Design Wohnung - Im Zentrum Berlins - Große Dachterasse - Internet inkl.,Thaerstr. ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,2 von 5,"35,71 m²",,1,1.0,1.0,"996,25 €","1.131,94 €",Erstbezug nach Sanierung
yesterday,103008539,Ein kleines Schmuckstück - Nähe Charité,Luisenstraße ,"10117 Berlin-Mitte, Mitte (Mitte)",Etagenwohnung,1 von 5,"64,71 m²","64,71 m²",2,1.0,1.0,1.036 €,1.218 €,Vollständig renoviert
yesterday,104941174,"ERSTBEZUG: hoher Ausstattungsstandard, exklusive Bäder, Parkett & Bodenheizung!",Chausseestraße  A,"10115 Berlin, Mitte (Mitte)",Etagenwohnung,4,"99,67 m²","99,67 m²",3,,2.0,"1.669,47 €","1.926,15 €",Erstbezug
yesterday,102867077,"#Leben am Potsdamer Platz – mit tollen Extras wie Einbauküche, Ankleide und Loggia!",RudolphvonGneistGasse ,"10785 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,6 von 11,"71,67 m²","71,67 m²",2,1.0,1.0,1.219 €,1.524 €,
yesterday,102823450,Erdgeschosswohnung - Balkon - Grunewald,Douglasstraße a,"14193 Berlin-Grunewald, Grunewald (Wilmersdorf)",Erdgeschosswohnung,0 von 2,"40,45 m²","40,45 m²",1,,1.0,526 €,665 €,Erstbezug nach Sanierung
yesterday,101532908,"Große, exklusive Etagenwohnung in bester Lage",,10625 Berlin,Etagenwohnung,4,200 m²,20 m²,3,2.0,1.0,2.500 €,3.100 €,Modernisiert
yesterday,102233182,Schöne Wohnung in eleganter Stadtvilla in Pankow,Pasewalker Straße ,"13127 Berlin, Niederschönhausen (Pankow)",Dachgeschoss,3 von 3,42 m²,42 m²,2,1.0,1.0,590 €,640 €,Erstbezug
yesterday,102205683,Hackescher Markt - modern - großzügige - drei Zimmer mit Balkon,Neue Schönhauser Str. ,"10178 Berlin, Mitte (Mitte)",Etagenwohnung,1 von 3,"157,1 m²","157,1 m²",3,2.0,1.0,2.121 €,2.786 €,Vollständig renoviert
yesterday,102134931,"ERSTBEZUG! Hoher Ausstattungsstandard, exklusive Bäder, Parkett & Bodenheizung!",Chausseestraße ,"10115 Berlin, Mitte (Mitte)",Etagenwohnung,4,"96,58 m²","96,58 m²",3,,2.0,"1.593,57 €","1.842,52 €",Erstbezug
yesterday,101898697,Loftähnliches Wohnen in einer begehrten Lage von Prenzlauer Berg,Straßburger Str. ,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,1 von 6,"70,22 m²","70,22 m²",1,1.0,1.0,1.158 €,1.354 €,Erstbezug
yesterday,101871994,TOP SANIERTE 2-RAUM WOHNUNG IM HERZEN MARIENFELDES,Marienfelder Allee ,"12279 Berlin, Marienfelde (Tempelhof)",Etagenwohnung,4 von 8,"79,6 m²","79,6 m²",2,1.0,1.0,"716,40 €","959,18 €",Saniert
yesterday,101849382,BRANDNEU SANIERTE 2-RAUM WOHNUNG,Marienfelder Allee ,"12279 Berlin, Marienfelde (Tempelhof)",Etagenwohnung,6 von 12,"72,41 m²","72,41 m²",2,1.0,1.0,"651,69 €","872,54 €",Saniert
yesterday,102867076,#Ruhe genießen – feines Apartment mit Wintergarten und Einbauküche zentral am Potsdamer Platz!,RudolphvonGneistGasse ,"10785 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,5 von 11,"52,85 m²","52,85 m²",1,1.0,1.0,895 €,1.120 €,Vollständig renoviert
yesterday,101628272,Traumhafte Altbauwohnung mit hohen Decken und Balkon in ruhiger Nebenstraße!,Eschenstraße ,"12161 Berlin, Friedenau (Schöneberg)",Etagenwohnung,2 von 4,"61,17 m²",,2,1.0,1.0,770 €,950 €,Erstbezug nach Sanierung
yesterday,101482955,"Luxussanierte 3- Zi.-Stuck-Altbau-WE m. Sonnenbalkon, Schlosskamin, auch WG -geeignet",Herweghstrasse ,"12487 berlin, Johannisthal (Treptow)",Etagenwohnung,1 von 3,87 m²,87 m²,3,1.0,1.0,1.150 €,1.310 €,Neuwertig
yesterday,99730657,BELVILLAGE – Flexibel Wohnen mit hohem Komfort!  teilmöbliert oder löffelfertig ,Thaerstraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Erdgeschosswohnung,0 von 5,"38,7 m²",,1,1.0,1.0,"1.044,98 €","1.192,05 €",Erstbezug
yesterday,101476650,#Erhaben – repräsentative Miet-Maisonette mit großem Balkon direkt am Potsdamer Platz!,Voxstraße ,"10785 Berlin, Tiergarten (Tiergarten)",Maisonette,5 von 11,"110,75 m²","110,75 m²",3,2.0,1.0,1.700 €,2.180 €,
yesterday,101475209,Stilvolle Maisonettewohnung in saniertem Altbau,Pappelallee ,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Dachgeschoss,5 von 6,"98,7 m²",,2,1.0,1.0,1.480 €,1.790 €,Neuwertig
yesterday,101367426,City-Lage-komplett saniert,Konstanzer Strasse ,"10707 Berlin, Wilmersdorf (Wilmersdorf)",Etagenwohnung,2 von 6,"77,1 m²","77,1 m²",3,1.0,1.0,1.080 €,1.290 €,Vollständig renoviert
yesterday,101311409,UNmöblierte Wohnung mit Seeblick 90qm in Friedrichshagen,,12587 BERLIN,Erdgeschosswohnung,0 von 4,90 m²,90 m²,2,1.0,2.0,1.100 €,1.350 €,Erstbezug
yesterday,101294423,Quite Apartment near Mauerpark / free from 1.5.2018-20.7.2018,,10437 Berlin,Etagenwohnung,2 von 4,40 m²,40 m²,1,1.0,1.0,790 €,890 €,Saniert
yesterday,92068188,"Frei für eine neue Beziehung in Schöneberg,ruhige,renovierte 5.5 Zimmerwohnung mit zwei Bädern",,10823 Berlin Schöneberg,Etagenwohnung,4 von 5,150 m²,150 m²,"5,5",2.0,2.0,1.650 €,1.815 € (zzgl. Heizkosten),Erstbezug nach Sanierung
yesterday,100890341,Wohnen im Herzen des Prenzlauer Bergs,Greifenhagener Straße ,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,3 von 5,80 m²,80 m²,2,1.0,2.0,960 €,1.210 €,Saniert
yesterday,101611090,Senioren aufgepasst: Alles in Ihrer Nähe!,Michendorfer Straße ,"12629 Berlin, Hellersdorf (Hellersdorf)",Etagenwohnung,4 von 7,"34,5 m²","34,5 m²",1,1.0,1.0,"327,75 €",414 €,Gepflegt
yesterday,102452245,1-Raum Wohnung,Nüßlerstraße ,"13088 Berlin, Weißensee (Weißensee)",Etagenwohnung,,23 m²,23 m²,1,1.0,1.0,460 €,550 €,Vollständig renoviert
yesterday,100828006,Schöne helle 3 Zimmerwohnung mit toller Aussicht - nur für Wohngemeinschaft mit 2 oder 3 Personen,SchulzeBoysenStraße ,"10365 Berlin, Lichtenberg (Lichtenberg)",Etagenwohnung,13 von 24,79 m²,2 m²,3,3.0,1.0,1.200 €,1.200 € (zzgl. Nebenkosten),Gepflegt
yesterday,100716562,Seniorenfreundliches Wohnen bei der  Grünen Mitte ,Michendorfer Straße ,"12629 Berlin, Hellersdorf (Hellersdorf)",Etagenwohnung,5 von 7,"34,5 m²","34,5 m²",1,1.0,1.0,"327,75 €",414 €,Gepflegt
yesterday,99588325,große 1 Zimmer Wohnung in ruhiger Lage mit EBK und Balkon,Solferinostraße B,"13403 Berlin, Reinickendorf (Reinickendorf)",Etagenwohnung,1 von 3,"51,84 m²","51,84 m²",1,1.0,1.0,450 €,550 €,Saniert
yesterday,99488334,2 Zimmer Wohnung in Mitte,Schönholzer ,"10115 Berlin, Mitte (Mitte)",Etagenwohnung,3 von 4,"39,6 m²","39,6 m²",2,1.0,1.0,480 €,580 €,Gepflegt
yesterday,99473254,Liebevoll gestaltete 2 Raum Wohnung mit Einbauküche und Balkon,Wackenbergstraße ,"13156 Berlin, Niederschönhausen (Pankow)",Etagenwohnung,3 von 4,"77,35 m²","77,35 m²",2,1.0,1.0,"773,50 €","1.057,82 €",Gepflegt
yesterday,99456224,Erstbezug --- Helle Wohnung mit Balkon --- PARAGON,Danziger Straße ,"10405 Berlin-Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,2 von 4,"135,88 m²",10 m²,3,2.0,2.0,"1.996,48 €",2.399 €,
yesterday,99397152,"SEHR SCHÖNE 2,5-ZIMMER-WOHNUNG MIT BALKON!",Friedrichrodaer Str. ,"12249 Berlin, Lankwitz (Steglitz)",,1 von 2,72 m²,72 m²,"2,5",1.0,1.0,594 €,784 €,Vollständig renoviert
yesterday,99396338,HELLE 3-ZIMMERWOHNUNG,Mühlenstraße ,"13187 Berlin, Pankow (Pankow)",Etagenwohnung,4 von 4,"77,03 m²",73 m²,3,3.0,1.0,"770,30 €",986 €,Vollständig renoviert
yesterday,99243318,Ihr neues Traumloft mit EBK und hochwertigem Badezimmer!,Burgemeisterstr. ,"12103 Berlin, Tempelhof (Tempelhof)",Loft,1 von 2,210 m²,,6,5.0,2.0,1.349 €,1.999 €,Gepflegt
yesterday,99052207,wunderschöne Villenetage im 2. Obergeschoss mit Loggia im Grunewald,Hagenplatz ,"14193 Berlin Charlottenburg, Grunewald (Wilmersdorf)",,2 von 3,116 m²,116 m²,2,1.0,1.0,1.740 €,2.047 €,Vollständig renoviert
yesterday,98835900,Unsere große Perle * 3-4 Zimmerwohnung mit Balkon* unweit vom Kurfürstendamm,Ettalerstr ,"10777 Berlin - City West, Schöneberg (Schöneberg)",Etagenwohnung,1 von 5,84 m²,,3,2.0,1.0,1.500 €,1.750 €,Erstbezug nach Sanierung
yesterday,98672119,Giesebrechtkiez l DG-Wohnung l Traumblick über die Stadt,Sybelstr. ,"10629 Berlin, Charlottenburg (Charlottenburg)",Dachgeschoss,5 von 5,174 m²,174 m²,5,,2.0,3.130 €,3.505 €,Neuwertig
yesterday,98642428,Nahe SEZ und Volkspark Friedrichshain,Kochhannstraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,1 von 4,"37,72 m²","37,72 m²",1,1.0,1.0,414 €,494 €,Modernisiert
yesterday,98460629,"Ground floor in Castle Kreuzberg, from 01.01.2018",Sixtusgarten ,"10965 Berlin, Kreuzberg (Kreuzberg)",Erdgeschosswohnung,1 von 4,219 m²,219 m²,5,4.0,2.0,3.250 €,3.800 €,Saniert
yesterday,98318655,2-Zimmerwohnung mit großem Wintergarten zum Wohlfühlen,Pistoriusstraße ,"13086 Berlin, Weißensee (Weißensee)",Etagenwohnung,2 von 5,"73,04 m²","73,04 m²",2,1.0,1.0,600 €,795 €,Gepflegt
yesterday,98114548,"schöne, geräumige 4,5 - Zimmer Wohnung im Altbau in Steglitz/ Friedenau sofort zu vermieten",,12161 Berlin,Etagenwohnung,3 von 3,125 m²,8 m²,"4,5",2.0,1.0,1.560 €,1.820 €,Vollständig renoviert
yesterday,98096402,100 m² Dachterrasse im Prenzlauer Berg - -- Maisonette --- PARAGON ---- Erstbezug,Danziger Straße ,"10405 Berlin-Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Maisonette,5 von 5,"174,1 m²",,3,2.0,1.0,2.622 €,"3.085,28 €",Erstbezug
yesterday,99783721,Charmanter Altbau ---- Hell ---- Erstbezug ---- PARAGON,Danziger Straße ,"10405 Berlin-Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,1 von 5,"149,68 m²",10 m²,3,2.0,2.0,2.245 €,"2.675,12 €",Erstbezug
yesterday,100214538,2 Zimmer und viel Balkon in Rummelsburg,Wönnichstraße ,"10317 Berlin, Lichtenberg (Lichtenberg)",Etagenwohnung,2 von 4,"65,69 m²",,2,1.0,1.0,"780,40 €","940,40 €",Gepflegt
yesterday,98084975,Highlight Dachterrasse --- Erstbezug --- PARAGON,Danziger Straße ,"10405 Berlin-Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,3 von 5,"138,18 m²",10 m²,3,2.0,2.0,2.220 €,"2.615,99 €",
yesterday,98391395,3 ZIMMER-WOHNUNG SUCHT AB DEM 01.01.2018 NEUEN MIETER!,Borkheider Str. ,"12689 Berlin, Marzahn (Marzahn)",Etagenwohnung,9 von 11,"69,47 m²","69,47 m²",3,2.0,1.0,"425,85 €","603,70 €",Gepflegt
yesterday,106918049,Hochparterre gelegene 2-Zimmer-Wohnung mit Balkon (WBS erforderlich),Kirchhofstr. ,"12051 Berlin, Neukölln (Neukölln)",Hochparterre,0 von 5,"52,73 m²",,2,1.0,1.0,"393,37 €","542,30 €",Vollständig renoviert
yesterday,95433364,"Neu sanierte 1-Zimmer-Etagen-Wohnung in Weissensee mit Balkon, Zweitbezug",Goethestraße ,"13086 Berlin-Weissensee, Weißensee (Weißensee)",Etagenwohnung,2 von 5,42 m²,45 m²,1,1.0,1.0,425 €,545 €,Erstbezug nach Sanierung
yesterday,97704221,Ruhige 2 Zimmer Wohnung im Hinterhaus mit Küche und Vollbad. Frei ab 15.12.2017,Kochhannstraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,1 von 5,"49,24 m²","49,24 m²",2,1.0,1.0,574 €,727 €,Vollständig renoviert
yesterday,97613501,ZENTRAL GELEGENE SCHÖNE SINGLE-WOHNUNG NÄHE SCHLOß CHARLOTTENBURG,,14059 Berlin,Etagenwohnung,1 von 3,38 m²,38 m²,1,1.0,1.0,"444,68 €","544,68 €",Gepflegt
yesterday,97447632,Sanierte 2 Zimmer Altbau Wohnung,Plantage ,"13597 Berlin, Spandau (Spandau)",Etagenwohnung,2 von 4,57 m²,,2,1.0,1.0,629 €,799 €,Erstbezug nach Sanierung
yesterday,97169446,Tradition trifft Moderne-Cityquartier Luisenhöfe,Schumannstraße ,"10117 Berlin-Mitte, Mitte (Mitte)",Etagenwohnung,1 von 5,"75,66 m²","75,66 m²",2,1.0,1.0,1.060 €,1.273 €,Vollständig renoviert
yesterday,96331522,"Sonnige 3-Zimmer Wohnung im DG mit 2 Balkonen, Neubau mit Aufzug*",Prenzlauer Prommenade ,"13086 Berlin, Weißensee (Weißensee)",Dachgeschoss,4 von 4,"114,78 m²","114,78 m²",3,2.0,2.0,1.460 €,1.690 €,Neuwertig
yesterday,96330603,2-Zimmer-Wohnung mit Balkon in Reinickendorf,Vierwaldstätter Weg ,"13407 Berlin, Reinickendorf (Reinickendorf)",Etagenwohnung,3 von 5,70 m²,,2,2.0,1.0,525 €,651 € (zzgl. Heizkosten),Vollständig renoviert
yesterday,84270950,Modernisierter Altbau nähe Spandau Zentrum,Seeburger Str. ,"13581 Berlin, Spandau (Spandau)",Etagenwohnung,2 von 4,98 m²,98 m²,3,1.0,1.0,690 €,790 € (zzgl. Heizkosten),Modernisiert
yesterday,95684084,Große Maisonette-Wohnung in Lichterfelde mit sonniger Dachterrasse und EBK !,Unter den Eichen a,"12203 Berlin, Lichterfelde (Steglitz)",Maisonette,1 von 3,"154,01 m²","154,01 m²",4,3.0,2.0,1.500 €,1.855 €,Saniert
yesterday,95084193,Großzügige Dachgeschosswohnung in Berlin-Staaken,Zeestower Weg ,"13591 Berlin, Staaken (Spandau)",Dachgeschoss,2 von 2,"109,08 m²",,4,1.0,1.0,"798,56 €","1.317,56 €",Gepflegt
yesterday,97837740,Nahe U-Bhf Magdalenenstraße und Rodeliusplatz,Atzpodienstraße ,"10365 Berlin, Lichtenberg (Lichtenberg)",Etagenwohnung,2 von 4,"59,03 m²","59,03 m²",2,2.0,1.0,600 €,735 €,Modernisiert
yesterday,94132114,"Designerwohnung im Regierungsviertel, 1 Zimmer",Reinhardtstrasse ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,5 von 7,42 m²,42 m²,1,1.0,1.0,799 €,1.069 € (zzgl. Heizkosten),Erstbezug nach Sanierung
yesterday,94056304,Ihre perfekte Wohnung in Berlins Mitte,Kronenstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,6 von 8,84 m²,84 m²,2,1.0,1.0,1.004 €,1.382 €,Gepflegt
yesterday,93480174,Luxus kernsanierter Altbau in Szene-Kiez-Lage von Kreuzberg mit Balkon !,Waldemarstraße ,"10999 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,3 von 4,115 m²,120 m²,4,2.0,2.0,1.690 €,1.990 €,Neuwertig
yesterday,93168908,Grunewald Hagenstraße,Hagenstraße ,"14193 Berlin, Grunewald (Wilmersdorf)",Erdgeschosswohnung,,"81,1 m²","81,1 m²",2,2.0,1.0,910 €,1.130 €,Vollständig renoviert
yesterday,92890429,Toplage Pankow -Heinersdorf: absolut ruhige und gepflegte 3- Zimmer Wohnung,Idunastrasse  ,"13089 Heinersdorf, Heinersdorf (Weißensee)",Etagenwohnung,1 von 4,82 m²,6 m²,3,1.0,1.0,799 €,1.049 €,Gepflegt
yesterday,95616203,"Ruhige Lage an der Weberwiese, nah beim Alex.",Gubener Straße c,"10243 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,1 von 4,"57,09 m²","57,09 m²",2,,1.0,570 €,645 € (zzgl. Heizkosten),Vollständig renoviert
yesterday,97962829,Luxurious 2-room-Cityapartment in Mitte - with designer furniture and fully equipped,,10178 Berlin,Etagenwohnung,2 von 6,"54,77 m²","54,77 m²",2,1.0,1.0,2.300 €,2.500 €,Neuwertig
yesterday,97743311,Sanierte Jugendstil-3-Zimmer Wohnung in Spandau Wilhelmstadt,,13595 Berlin,Etagenwohnung,3 von 5,58 m²,58 m²,3,2.0,1.0,638 €,749 €,Saniert
yesterday,92851879,Modernisierte Dachgeschosswohnung,,13158 Berlin,Dachgeschoss,3 von 3,70 m²,70 m²,2,1.0,1.0,530 €,750 €,Modernisiert
yesterday,84055795,Luxussaniertes Dachgeschoss am Spreeufer * teilmöbliert * Wohnen in der Jugendstil-Marmeladenfabrik,,10997 Berlin,Loft,6 von 6,112 m²,"35,25 m²",3,2.0,1.0,1.800 €,2.130 €,Saniert
yesterday,87768481,Geräumige 2-Zimmer mit EBK und Balkon in Französisch Buchholz sucht Nachmieter,Triftstraße ,"13127 Berlin, Französisch Buchholz (Pankow)",Etagenwohnung,1 von 3,"68,5 m²",,2,1.0,1.0,"599,38 €","804,88 €",Gepflegt
yesterday,91078819,"2,5 Zimmer nähe S- Bahnhof Feuerbach",Lenbachstraße ,"12157 Berlin, Steglitz (Steglitz)",,0 von 3,"62,45 m²","62,45 m²","2,5",1.0,1.0,"640,66 €","822,39 €",Saniert
yesterday,90885441,Nähe Viktoria-Luise-Platz 3 Zi. Altbauwohnung mit Dielen,Geisbergstr. ,"10777 Berlin, Schöneberg (Schöneberg)",Etagenwohnung,4 von 4,"103,88 m²","103,88 m²",3,1.0,2.0,1.010 €,1.149 € (zzgl. Heizkosten),Gepflegt
yesterday,91530464,Rundum erneuerte 2 Zimmer Wohnung,Suderoder Str. ,"12347 Berlin, Britz (Neukölln)",Hochparterre,1 von 4,"49,28 m²","49,28 m²",2,1.0,1.0,560 €,675 €,Vollständig renoviert
yesterday,79902496,Ihre neue Wohnung in ruhiger Lage wartet auf Sie!,Braunfelsstraße ,"12309 Berlin, Lichtenrade (Tempelhof)",Dachgeschoss,2 von 2,"79,75 m²",,3,2.0,1.0,"922,71 €","1.147,60 €",Gepflegt
yesterday,90100242,Loftliving - klasse Ausstattung,Fuldastr. ,"12043 Berlin, Neukölln (Neukölln)",Loft,0 von 4,"60,8 m²","60,8 m²",2,1.0,1.0,700 €,840 €,Saniert
yesterday,88769170,Schicke möblierte Wohnung in Mitte am Spittelmarkt,Neue Grünstraße ,"10179 Berlin, Mitte (Mitte)",,4 von 5,"98,92 m²","98,92 m²",3,2.0,2.0,1.989 €,2.349 € (zzgl. Heizkosten),Neuwertig
yesterday,87978294,Schön geschnittene 2-Zimmer-Dachgeschoß-Wohnung im Zentrum von Lichtenberg,Frankfurter Allee ,"10317 Berlin, Lichtenberg (Lichtenberg)",Dachgeschoss,4 von 4,72 m²,72 m²,2,2.0,1.0,750 €,880 €,Saniert
yesterday,87653313,ruhige möblierte Altbauwohnung mit Balkon in grüner Hoflage,Borstellstr. ,"12167 Berlin, Steglitz (Steglitz)",Erdgeschosswohnung,0 von 5,"54,59 m²","54,59 m²",2,1.0,1.0,750 €,950 €,Neuwertig
yesterday,92680530,FORTUNA: Teilmöblierte Wohnungen für Studenten und Azubis ab 01.04.2018! Schon jetzt bewerben!,Biesenthaler Straße ,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Etagenwohnung,2 von 10,"29,48 m²","29,48 m²",1,,1.0,"364,08 €","449,57 €",Gepflegt
yesterday,85928759,Nur noch die eigenen Möbel in die Wohnung stellen,,12167 Berlin,Etagenwohnung,1 von 3,"78,36 m²","78,36 m²",3,2.0,1.0,"861,96 €","971,96 € (zzgl. Heizkosten)",Gepflegt
yesterday,85631014,schöne 3-Zi-Wohnung direkt am Wasser,,12587 Berlin,Erdgeschosswohnung,1 von 3,"115,32 m²","115,32 m²",3,2.0,1.0,1.270 €,1.770 €,Gepflegt
yesterday,85252453,"Super Altbauwohnung in Prenzlauer Berg! Singles, Paare oder WG",Danziger Straße ,"10407 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,2 von 5,56 m²,56 m²,2,1.0,1.0,785 €,915 €,Gepflegt
yesterday,85026383,2 Zimmer-Altbauwohnung - 1.Etage,Seeburger Str. ,"13581 berlin, Spandau (Spandau)",Etagenwohnung,1 von 4,"53,5 m²",,2,1.0,1.0,384 €,524 €,Modernisiert
yesterday,84876813,"ERSTBEZUG NACH RENOVIERUNG: Designer Wohnung, 2 Zimmer",Reinhardtstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,5 von 7,57 m²,57 m²,2,1.0,1.0,950 €,1.250 € (zzgl. Heizkosten),Erstbezug nach Sanierung
yesterday,84511827,Reinickendorf - Zweizimmerwohnung sucht Nachmieter,Hoppestraße ,"13409 Berlin, Reinickendorf (Reinickendorf)",Etagenwohnung,2 von 5,"55,95 m²",,2,1.0,1.0,"643,42 €","849,39 €",Gepflegt
yesterday,92277199,gepflegte 2 Zimmer mit Grünblick,RichardMünchStr. ,"13591 Berlin, Staaken (Spandau)",Etagenwohnung,1 von 3,57 m²,57 m²,2,1.0,1.0,520 €,700 €,Gepflegt
yesterday,92496846,"!!! Schöne, ruhige 2 Zimmerwohnung sucht Dich !!!",Königsseestraße ,"12527 Berlin, Grünau (Köpenick)",,1 von 4,"47,52 m²","47,52 m²",2,1.0,1.0,425 €,538 €,Gepflegt
yesterday,84200933,"Designerwohnung im Regierungsviertel, zwischen Hauptbahnhof und Friedrichstraße",Reinhardtstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,4 von 7,35 m²,35 m²,1,1.0,1.0,700 €,850 €,Neuwertig
yesterday,84783062,"+++Nikolassee- großzügige 3 Zimmer-Whg. mit Kamin, Parkett+++",Libellenstr. ,"14129 Berlin- Nikolassee, Nikolassee (Zehlendorf)",Etagenwohnung,2 von 2,110 m²,110 m²,3,3.0,1.0,1.000 €,1.290 €,Gepflegt
yesterday,73600033,ruhige Drei-Zimmer-Wohnung Spandauer Altstadt,Lindenufer ,"13597 Berlin, Spandau (Spandau)",Etagenwohnung,4 von 4,"89,05 m²",,3,2.0,1.0,"637,85 €","927,31 €",Gepflegt
yesterday,80026741,"Tolle Altbauwohnung im klassischen Altbau! EBK, Dielung....Berlin-Wedding!",Willdenowstraße ,"13353 Berlin, Wedding (Wedding)",Erdgeschosswohnung,0 von 4,58 m²,58 m²,3,2.0,1.0,799 €,910 €,Modernisiert
yesterday,83716887,BESICHTIGUNG: 09.12.17-10:00 Uhr Wohnung im renovierten Einfamilienhaus mit eigenem Wohnungseingang,MichelKlinitzWeg ,"12349 Berlin, Buckow (Neukölln)",Dachgeschoss,1 von 1,126 m²,142 m²,4,2.0,2.0,1.170 €,1.465 €,Vollständig renoviert
yesterday,82510257,Eine wunderschöne 2 Zimmerwohnung am Dorfteich in Lichtenrade,,12309 Berlin,Etagenwohnung,1 von 2,56 m²,56 m²,2,1.0,1.0,636 €,750 €,Saniert
yesterday,82132119,Dachgeschoss im sanierten Altbau! 3 Zimmer mit großer Wohnküche und Dachterrasse (VH DG rechts),Boxhagener Straße ,"10245 Berlin, Friedrichshain (Friedrichshain)",Dachgeschoss,5 von 5,"106,68 m²","106,68 m²",3,2.0,1.0,"1.386,84 €","1.728,21 €",Saniert
yesterday,81941841,Großzügige 2-Zimmer-Wohnung nahe Altstadt Köpenick,Schönerlinder Straße ,"12557 Berlin, Köpenick (Köpenick)",Etagenwohnung,3 von 4,"76,9 m²",,2,1.0,1.0,622 €,822 €,Gepflegt
yesterday,81624517,"Letzte traumhafte 4-Zi-DG-Altbau-Stuck-WE mit Sonnenbalkon und Kaminzimmer, WG geeignet",Herweghstrasse ,"12487 Berlin, Johannisthal (Treptow)",Etagenwohnung,1 von 3,122 m²,122 m²,4,1.0,1.0,1.550 €,1.730 €,Neuwertig
yesterday,81376325,Keine Lust auf Treppensteigen? Sie wohnen Parterre!,Luckenwalder Straße ,"12629 Berlin, Hellersdorf (Hellersdorf)",Etagenwohnung,1 von 5,60 m²,60 m²,3,1.0,1.0,420 €,570 €,Saniert
yesterday,80969546,Wohnen in der Sonnenblume!,Zossener Straße ,"12629 Berlin, Hellersdorf (Hellersdorf)",Etagenwohnung,6 von 12,"72,2 m²","72,2 m²",3,2.0,1.0,"505,40 €","685,90 €",Saniert
yesterday,80827590,"Helle kleine 1-Zi.-Whg. in super Lage: 3 Min zur S-/U-Bahn & EKZ, 10 Min zum Kiez Helmholzplatz",Dänenstraße ,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,3 von 5,"26,59 m²",4 m²,1,1.0,1.0,369 €,449 €,Saniert
yesterday,79431197,"Frei , 71 m², zentrale und ruhige 2 Zimmer, EBK, Geschirrsp., gepflegtes Objekt",Freienwalder Str. ,"13359 Berlin, Wedding (Wedding)",Etagenwohnung,2 von 4,71 m²,1 m²,2,1.0,1.0,729 €,899 €,Neuwertig
yesterday,74959001,Wohnung am Roseneck,Hohenzollerndamm ,"14199 Berlin, Grunewald (Wilmersdorf)",Etagenwohnung,2 von 3,59 m²,59 m²,2,1.0,1.0,430 €,640 €,Gepflegt
yesterday,78806507,Helle 2 Zimmerwohnung im ruhigen Gartenhaus,Kochhannstr. ,"10249 Berlin, Friedrichshain (Friedrichshain)",,1 von 4,"47,54 m²","47,54 m²",2,2.0,1.0,700 €,760 € (zzgl. Heizkosten),Saniert
